HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select 
U1127-12,70.6,78.4,VC,,,VC,,
U1127-12,78.4,78.85,"P-C,Q",,,"P-C,Q",,
U1127-12,78.85,80.93,"VC,PCrs",,,"VC,PCrs",,
U1127-12,80.93,81.3,"VC,P",,,"VC,P",,
U1127-12,81.3,87.2,VC,,,VC,,
U1127-12,87.2,89.7,VCK,,,VCK,,
U1127-12,89.7,92.5,VC,,,VC,,
U1127-12,92.5,93.0,LC/OB?,,,LC/OB?,,
U1128-12,0.0,4.24,VC,,,VC,,
U1128-12,4.24,7.34,VCK,,,VCK,,
U1128-12,7.34,8.42,KVC,,,KVC,,
U1128-12,8.42,15.02,VC,,,VC,,
U1128-12,15.02,15.18,q30,,,q30,,
U1128-12,15.18,16.62,KFP/FPK,,,KFP/FPK,,
U1128-12,16.62,17.12,"KFP,P",,,"KFP,P",,
U1128-12,17.12,33.37,"KFP,FPK",,,"KFP,FPK",,
U1128-12,33.37,38.45,KFP/K,,,KFP/K,,
U1128-12,38.45,40.23,FPK,,,FPK,,
U1128-12,40.23,58.5,"VC,VCK",,,"VC,VCK",,
U1128-12,58.5,59.5,q70,,,q70,,
U1128-12,59.5,63.02,"VC,VCK",,,"VC,VCK",,
U1128-12,63.02,66.1,"VCK,PQrs",,,"VCK,PQrs",,
U1128-12,66.1,66.87,"VCK,QSrs",,,"VCK,QSrs",,
U1128-12,66.87,68.02,"VCK,P",,,"VCK,P",,
U1128-12,68.02,68.5,S-Q55,,,S-Q55,,
U1128-12,68.5,72.4,"VCK,QSrs",,,"VCK,QSrs",,
U1128-12,72.4,75.77,VCK,,,VCK,,
U1128-12,75.77,78.0,KVC,,,KVC,,
U1128-12,78.0,78.6,"VCK,P",,,"VCK,P",,
U1128-12,78.6,79.41,Q-P/KVCbx,,,Q-P/KVCbx,,
U1128-12,79.41,80.76,"VCK,P",,,"VCK,P",,
U1128-12,80.76,83.5,VCK,,,VCK,,
U1128-12,83.5,85.5,KVC,,,KVC,,
U1129-12,0.0,4.93,VCK,,,VCK,,
U1129-12,4.93,8.2,KVC,,,KVC,,
U1129-12,8.2,12.94,VCK,,,VCK,,
U1129-12,12.94,15.12,VC,,,VC,,
U1129-12,15.12,16.74,FP,,,FP,,
U1129-12,16.74,17.47,KFP,,,KFP,,
U1129-12,17.47,17.97,P/Kbx,,,P/Kbx,,
U1129-12,17.97,21.88,FPK,,,FPK,,
U1129-12,21.88,22.53,FP,,,FP,,
U1129-12,22.53,22.66,P-Q/KFPbx,,,P-Q/KFPbx,,
U1129-12,22.66,30.02,"FP,Qrs24",,,"FP,Qrs24",,
U1129-12,30.02,32.24,Fz25,,,Fz25,,
U1129-12,32.24,39.1,VC,,,VC,,
U1129-12,39.1,39.25,"Q,P20",,,"Q,P20",,
U1129-12,39.25,45.0,FP/KFP,,,FP/KFP,,
U1129-12,45.0,51.6,VC/VCK,,,VC/VCK,,
U1129-12,51.6,52.6,"VC,P",,,"VC,P",,
U1129-12,52.6,57.35,VC,,,VC,,
U1129-12,57.35,63.7,"VC,P",,,"VC,P",,
U1129-12,63.7,64.27,"P,Q,K44",,,"P,Q,K44",,
U1129-12,64.27,67.68,"VC/VCK,S",,,"VC/VCK,S",,
U1129-12,67.68,68.04,"S-Q,K",,,"S-Q,K",,
U1129-12,68.04,71.1,"KVC,P",,,"KVC,P",,
U1129-12,71.1,80.95,VC,,,VC,,
U1129-12,80.95,81.21,"VCK,P,Q",,,"VCK,P,Q",,
U1129-12,81.21,87.33,VCK/VC,,,VCK/VC,,
U1129-12,87.33,87.48,"P-Q,K20",,,"P-Q,K20",,
U1129-12,87.48,90.75,VCK,,,VCK,,
U1129-12,90.75,91.59,S/Kbx,,,S/Kbx,,
U1129-12,91.59,93.5,VCK/VC,,,VCK/VC,,
U1130-12,0.0,5.13,VC/VCK,,,VC/VCK,,
U1130-12,5.13,5.65,FP,,,FP,,
U1130-12,5.65,6.24,KFP,,,KFP,,
U1130-12,6.24,6.84,FPK,,,FPK,,
U1130-12,6.84,16.25,FP/VC,,,FP/VC,,
U1130-12,16.25,17.93,FP/FPK,,,FP/FPK,,
U1130-12,17.93,18.13,P/FPKbx28,,,P/FPKbx28,,
U1130-12,18.13,20.42,"FPK,Prs",,,"FPK,Prs",,
U1130-12,20.42,29.33,FP/FPK,,,FP/FPK,,
U1130-12,29.33,34.0,"FP/FPK,Qrs",,,"FP/FPK,Qrs",,
U1131-12,0.0,0.3,K,,,K,,
U1131-12,0.3,9.5,K/KFP,,,K/KFP,,
U1131-12,9.5,13.3,VCK,,,VCK,,
U1131-12,13.3,13.9,Q/VCbx65,,,Q/VCbx65,,
U1131-12,13.9,14.5,"Q,S60",,,"Q,S60",,
U1131-12,14.5,16.8,Q/VCrs70,,,Q/VCrs70,,
U1131-12,16.8,17.0,LC,,,LC,,
U1131-12,17.0,17.7,Q/VC-Sibx,,,Q/VC-Sibx,,
U1131-12,17.7,21.03,VC,,,VC,,
U1132-12,0.0,3.8,K/KFP,,,K/KFP,,
U1132-12,3.8,4.0,Q20,,,Q20,,
U1132-12,4.0,4.4,K,,,K,,
U1132-12,4.4,4.6,"Q,Ch15",,,"Q,Ch15",,
U1132-12,4.6,5.2,K,,,K,,
U1132-12,5.2,5.4,Q40,,,Q40,,
U1132-12,5.4,10.3,K/KFP,,,K/KFP,,
U1132-12,10.3,10.5,Q32,,,Q32,,
U1132-12,10.5,15.4,K,,,K,,
U1132-12,15.4,15.5,F65,,,F65,,
U1132-12,15.5,18.7,KVC,,,KVC,,
U1132-12,18.7,19.1,"Q,S/K55",,,"Q,S/K55",,
U1132-12,19.1,19.5,"Q,S55",,,"Q,S55",,
U1132-12,19.5,22.2,VCK,,,VCK,,
U1132-12,22.2,23.47,KVCbx,,,KVCbx,,
U1133-12,0.0,1.3,VC,,,VC,,
U1133-12,1.3,3.45,K,,,K,,
U1133-12,3.45,5.0,KVC,,,KVC,,
U1133-12,5.0,9.64,"K,S",,,"K,S",,
U1133-12,9.64,9.75,q40,,,q40,,
U1133-12,9.75,11.1,"K,S",,,"K,S",,
U1133-12,11.1,12.6,FPK,,,FPK,,
U1133-12,12.6,14.2,K,,,K,,
U1133-12,14.2,14.35,"Q,S/Kbx",,,"Q,S/Kbx",,
U1133-12,14.35,15.54,K,,,K,,
U1134-10,0.0,0.55,KFP,,,KFP,,
U1134-10,0.55,0.95,Fz55,,,Fz55,,
U1134-10,0.95,1.92,K,,,K,,
U1134-10,1.92,2.32,PQ/Kbx,,,PQ/Kbx,,
U1134-10,2.32,4.9,"K,Ch",,,"K,Ch",,
U1134-10,4.9,5.0,P-Q/Kbx,,,P-Q/Kbx,,
U1134-10,5.0,8.01,"FPK,Ch",,,"FPK,Ch",,
U1134-10,8.01,18.47,FP,,,FP,,
U1134-10,18.47,18.57,Fz40,,,Fz40,,
U1134-10,18.57,19.46,"FPK,Ch",,,"FPK,Ch",,
U1134-10,19.46,23.16,K,,,K,,
U1134-10,23.16,23.45,"K,PQrs",,,"K,PQrs",,
U1134-10,23.45,27.6,"K/KFP,Prs",,,"K/KFP,Prs",,
U1134-10,27.6,28.09,"K,PQrs",,,"K,PQrs",,
U1134-10,28.09,28.34,SQ55,,,SQ55,,
U1134-10,28.34,29.37,LC,,,LC,,
U1134-10,29.37,29.5,"K,QS",,,"K,QS",,
U1134-10,29.5,30.48,KFP,,,KFP,,
U1135-10,0.0,0.1,PQ45,,,PQ45,,
U1135-10,0.1,1.69,KFP,,,KFP,,
U1135-10,1.69,3.56,K,,,K,,
U1135-10,3.56,3.76,Fz30,,,Fz30,,
U1135-10,3.76,5.14,K,,,K,,
U1135-10,5.14,13.76,FPK,,,FPK,,
U1135-10,13.76,16.94,K,,,K,,
U1135-10,16.94,19.83,FPK,,,FPK,,
U1135-10,19.83,20.82,"K,Qrs",,,"K,Qrs",,
U1135-10,20.82,21.02,Q-P55,,,Q-P55,,
U1135-10,21.02,21.16,"K,QP",,,"K,QP",,
U1135-10,21.16,23.57,"K,Si",,,"K,Si",,
U1135-10,23.57,24.04,Q-S70,,,Q-S70,,
U1135-10,24.04,24.73,"KFP,QPrs",,,"KFP,QPrs",,
U1135-10,24.73,26.21,KFP,,,KFP,,
U1136-10,0.0,7.2,"FP,Ch",,,"FP,Ch",,
U1136-10,7.2,15.05,"FP,Q-Prs",,,"FP,Q-Prs",,
U1136-10,15.05,17.15,"KFP,Si",,,"KFP,Si",,
U1136-10,17.15,17.45,P-Q/KFPbx,,,P-Q/KFPbx,,
U1136-10,17.45,18.49,"FP,Si-P",,,"FP,Si-P",,
U1136-10,18.49,19.86,KFP,,,KFP,,
U1136-10,19.86,20.61,"Q-P/Kbx,Hm",,,"Q-P/Kbx,Hm",,
U1136-10,20.61,25.91,KFP/K,,,KFP/K,,
U1137-10,0.0,3.7,K,,,K,,
U1137-10,3.7,3.85,PQ/Kbx26,,,PQ/Kbx26,,
U1137-10,3.85,9.14,K/KFP,,,K/KFP,,
U1137-10,9.14,9.31,Fz70,,,Fz70,,
U1137-10,9.31,9.89,KFP,,,KFP,,
U1137-10,9.89,10.0,"KFP,P",,,"KFP,P",,
U1137-10,10.0,16.2,KFP,,,KFP,,
U1137-10,16.2,17.54,QP/Kbx,,,QP/Kbx,,
U1137-10,17.54,17.68,"QS,Hm60",,,"QS,Hm60",,
U1137-10,17.68,19.18,K,,,K,,
U1137-10,19.18,21.64,KFP,,,KFP,,
U1137-10,21.64,26.64,K,,,K,,
U1137-10,26.64,26.79,QS/Kbx,,,QS/Kbx,,
U1137-10,26.79,28.95,K,,,K,,
U1137-10,28.95,30.48,Fz32,,,Fz32,,
U1138-10,0.0,0.9,KFP,,,KFP,,
U1138-10,0.9,1.2,Fz50,,,Fz50,,
U1138-10,1.2,1.77,K,,,K,,
U1138-10,1.77,2.0,"PQ,K68",,,"PQ,K68",,
U1138-10,2.0,5.3,FPK,,,FPK,,
U1138-10,5.3,5.47,"FPK,Prs",,,"FPK,Prs",,
U1138-10,5.47,9.5,FP/FPK,,,FP/FPK,,
U1138-10,9.5,9.82,Fz62,,,Fz62,,
U1138-10,9.82,12.88,FP,,,FP,,
U1138-10,12.88,14.07,KFP,,,KFP,,
U1138-10,14.07,14.43,QP/Kbx,,,QP/Kbx,,
U1138-10,14.43,16.1,"K,QPrs",,,"K,QPrs",,
U1138-10,16.1,16.35,PQ60,,,PQ60,,
U1138-10,16.35,23.91,KFP,,,KFP,,
U1138-10,23.91,24.16,"Q,P/Kbx62",,,"Q,P/Kbx62",,
U1138-10,24.16,24.65,K,,,K,,
U1138-10,24.65,24.76,"P,Q50",,,"P,Q50",,
U1138-10,24.76,24.89,KCh,,,KCh,,
U1138-10,24.89,25.91,Fz,,,Fz,,
U1139-10,0.0,0.92,KFP,,,KFP,,
U1139-10,0.92,1.32,Fz70,,,Fz70,,
U1139-10,1.32,7.01,"FPK,Ch",,,"FPK,Ch",,
U1139-10,7.01,10.2,"FP,Hm,Ch",,,"FP,Hm,Ch",,
U1139-10,10.2,10.56,PQ/FPbx,,,PQ/FPbx,,
U1139-10,10.56,13.6,"FP/FPK,Ch",,,"FP/FPK,Ch",,
U1139-10,13.6,14.49,"FPK/FP,P",,,"FPK/FP,P",,
U1139-10,14.49,14.69,P/KFPbx,,,P/KFPbx,,
U1139-10,14.69,16.33,"K,P,Si",,,"K,P,Si",,
U1139-10,16.33,18.6,K,,,K,,
U1139-10,18.6,18.7,F,,,F,,
U1139-10,18.7,20.6,K,,,K,,
U1139-10,20.6,20.7,F,,,F,,
U1139-10,20.7,21.8,K,,,K,,
U1139-10,21.8,21.9,q,,,q,,
U1139-10,21.9,22.35,Sz,,,Sz,,
U1139-10,22.35,22.36,F5,,,F5,,
U1139-10,22.36,22.6,Sz,,,Sz,,
U1139-10,22.6,24.08,FP.Ch,,,FP.Ch,,
U1140-10s,0.0,5.63,Sz,,,Sz,,
U1140-10s,5.63,11.78,"FPK,Ch",,,"FPK,Ch",,
U1140-10s,11.78,12.28,"KFP,HmrsCh",,,"KFP,HmrsCh",,
U1140-10s,12.28,13.06,"K,QPrs,Ch",,,"K,QPrs,Ch",,
U1140-10s,13.06,14.05,K,,,K,,
U1140-10s,14.05,14.16,PQ/Kbx22,,,PQ/Kbx22,,
U1140-10s,14.16,19.06,"K,Si",,,"K,Si",,
U1140-10s,19.06,19.59,"K,Si,Srs",,,"K,Si,Srs",,
U1140-10s,19.59,24.93,"K,Sirs",,,"K,Sirs",,
U1140-10s,24.93,25.2,"K,Si,S",,,"K,Si,S",,
U1140-10s,25.2,25.45,QS50,,,QS50,,
U1140-10s,25.45,27.84,"K,QPrs",,,"K,QPrs",,
U1140-10s,27.84,28.1,QP/Kbx,,,QP/Kbx,,
U1140-10s,28.1,28.34,Fz,,,Fz,,
U1141-10,0.0,10.3,FPK,,,FPK,,
U1141-10,10.3,12.44,KFP,,,KFP,,
U1141-10,12.44,17.62,K,,,K,,
U1141-10,17.62,17.75,QP/Kbx,,,QP/Kbx,,
U1141-10,17.75,18.67,K,,,K,,
U1141-10,18.67,18.77,QP/Kbx28,,,QP/Kbx28,,
U1141-10,18.77,19.05,K,,,K,,
U1141-10,19.05,19.27,PQ,,,PQ,,
U1141-10,19.27,23.47,"K,Si",,,"K,Si",,
U1142-12,0.0,6.2,VC,,,VC,,
U1142-12,6.2,7.0,VCK,,,VCK,,
U1142-12,7.0,10.0,VC,,,VC,,
U1142-12,10.0,12.4,VCK,,,VCK,,
U1142-12,12.4,17.9,VC,,,VC,,
U1142-12,17.9,22.3,FPK,,,FPK,,
U1142-12,22.3,31.5,VC,,,VC,,
U1142-12,31.5,32.2,KVC,,,KVC,,
U1142-12,32.2,34.4,"K-Si-P,Sp",,,"K-Si-P,Sp",,
U1142-12,34.4,37.8,"K,P",,,"K,P",,
U1142-12,37.8,38.2,S-Q65,,,S-Q65,,
U1142-12,38.2,39.2,S/KVCbx45,,,S/KVCbx45,,
U1142-12,39.2,43.8,VCK,,,VCK,,
U1142-12,43.8,44.1,S-Q65,,,S-Q65,,
U1142-12,44.1,45.5,"K,Si,P",,,"K,Si,P",,
U1143-12,0.0,11.13,"VC/VCK,Crs",,,"VC/VCK,Crs",,
U1143-12,11.13,14.75,VC,,,VC,,
U1143-12,14.75,15.59,VCK/PQrs,,,VCK/PQrs,,
U1143-12,15.59,24.76,"VC/VCK,Crs",,,"VC/VCK,Crs",,
U1143-12,24.76,30.36,"KVC/K,Qrs",,,"KVC/K,Qrs",,
U1143-12,30.36,40.37,VC/VCK,,,VC/VCK,,
U1143-12,40.37,41.25,KVC,,,KVC,,
U1143-12,41.25,41.35,"QP,K",,,"QP,K",,
U1143-12,41.35,42.2,QP/Kbx,,,QP/Kbx,,
U1143-12,42.2,45.64,"KVC,Q",,,"KVC,Q",,
U1143-12,45.64,47.43,"KVC,PQ",,,"KVC,PQ",,
U1143-12,47.43,48.8,QP/Kbx,,,QP/Kbx,,
U1143-12,48.8,48.98,PQ/Kbx30,,,PQ/Kbx30,,
U1143-12,48.98,49.42,"K,QPrs",,,"K,QPrs",,
U1143-12,49.42,49.65,QP35,,,QP35,,
U1143-12,49.65,51.37,PQ/Kbx52,,,PQ/Kbx52,,
U1143-12,51.37,54.5,KVC,,,KVC,,
U1144-12,0.0,1.9,VCK,,,VCK,,
U1144-12,1.9,3.5,K,,,K,,
U1144-12,3.5,4.5,VCK,,,VCK,,
U1144-12,4.5,10.15,VC/VCK,,,VC/VCK,,
U1144-12,10.15,13.5,FP,,,FP,,
U1144-12,13.5,15.23,FP/FPK,,,FP/FPK,,
U1144-12,15.23,16.32,KFP,,,KFP,,
U1144-12,16.32,16.93,K,,,K,,
U1144-12,16.93,17.4,P/Kbx55,,,P/Kbx55,,
U1144-12,17.4,18.4,K,,,K,,
U1144-12,18.4,20.55,KFP,,,KFP,,
U1144-12,20.55,23.2,FP,,,FP,,
U1144-12,23.2,28.4,KFP,,,KFP,,
U1144-12,28.4,29.2,FPK-P,,,FPK-P,,
U1144-12,29.2,31.5,FPK,,,FPK,,
U1144-12,31.5,31.9,K,,,K,,
U1144-12,31.9,33.4,KFP,,,KFP,,
U1144-12,33.4,33.75,"KFP,P",,,"KFP,P",,
U1144-12,33.75,34.15,PQ,,,PQ,,
U1144-12,34.15,34.43,FP,,,FP,,
U1144-12,34.43,36.25,VC,,,VC,,
U1144-12,36.25,36.51,SQ/VCbx,,,SQ/VCbx,,
U1144-12,36.51,37.25,VC,,,VC,,
U1144-12,37.25,37.9,"VC,PQrs",,,"VC,PQrs",,
U1144-12,37.9,62.12,VC,,,VC,,
U1144-12,62.12,62.81,"VC,P",,,"VC,P",,
U1144-12,62.81,77.77,VC,,,VC,,
U1144-12,77.77,78.06,"VC,P",,,"VC,P",,
U1144-12,78.06,83.57,VC,,,VC,,
U1144-12,83.57,83.94,"VC,P",,,"VC,P",,
U1144-12,83.94,84.1,VC,,,VC,,
U1144-12,84.1,88.0,"VC,C",,,"VC,C",,
U1144-12,88.0,89.87,VC-C,,,VC-C,,
U1144-12,89.87,90.3,"VC-C,P",,,"VC-C,P",,
U1144-12,90.3,92.1,VC-C,,,VC-C,,
U1144-12,92.1,105.44,VC,,,VC,,
U1144-12,105.44,107.8,FP,,,FP,,
U1144-12,107.8,108.8,KVC,,,KVC,,
U1144-12,108.8,110.5,VCK,,,VCK,,
U1144-12,110.5,111.66,"VCK,P",,,"VCK,P",,
U1144-12,111.66,116.1,K/KFP,,,K/KFP,,
U1144-12,116.1,116.2,F38,,,F38,,
U1144-12,116.2,117.4,K/KFP,,,K/KFP,,
U1144-12,117.4,118.55,Fz,,,Fz,,
U1144-12,118.55,119.1,KVC,,,KVC,,
U1144-12,119.1,119.3,"P,C32",,,"P,C32",,
U1144-12,119.3,119.7,K-P,,,K-P,,
U1144-12,119.7,119.87,"P,C32",,,"P,C32",,
U1144-12,119.87,122.37,VCK,,,VCK,,
U1144-12,122.37,122.9,PQ/VCKbx,,,PQ/VCKbx,,
U1144-12,122.9,127.46,VCK,,,VCK,,
U1144-12,127.46,129.07,VCK-P,,,VCK-P,,
U1144-12,129.07,133.93,KVC,,,KVC,,
U1144-12,133.93,134.48,VCK-P,,,VCK-P,,
U1144-12,134.48,138.0,VC/VCK,,,VC/VCK,,
U1145-12,0.0,24.9,VE,,,VE,,
U1145-12,24.9,26.9,"K,Qrs",,,"K,Qrs",,
U1145-12,26.9,27.1,QP/Kbx,,,QP/Kbx,,
U1145-12,27.1,29.1,"K,C",,,"K,C",,
U1145-12,29.1,39.77,VC/VCK,,,VC/VCK,,
U1145-12,39.77,40.77,QS20,,,QS20,,
U1145-12,40.77,46.5,"VCK,QP",,,"VCK,QP",,
U1145-12,46.5,47.0,PQ/Kbx,,,PQ/Kbx,,
U1145-12,47.0,50.6,"K,SQ",,,"K,SQ",,
U1145-12,50.6,53.94,SQ/Kbx47,,,SQ/Kbx47,,
U1145-12,53.94,55.64,KVC,,,KVC,,
U1145-12,55.64,58.86,"K,PQ",,,"K,PQ",,
U1145-12,58.86,59.68,PQ/Kbx21,,,PQ/Kbx21,,
U1145-12,59.68,63.6,"K,PQ",,,"K,PQ",,
U1145-12,63.6,65.0,K,,,K,,
U1146-12,0.0,18.24,"VE/VCK,C",,,"VE/VCK,C",,
U1146-12,18.24,19.14,P/KVCbx20,,,P/KVCbx20,,
U1146-12,19.14,24.82,"VC/VCK,C",,,"VC/VCK,C",,
U1146-12,24.82,25.27,"VCK,P",,,"VCK,P",,
U1146-12,25.27,26.14,KVC,,,KVC,,
U1146-12,26.14,26.29,P/KVCbx,,,P/KVCbx,,
U1146-12,26.29,29.71,VCK/KVC,,,VCK/KVC,,
U1146-12,29.71,32.98,KVC/K,,,KVC/K,,
U1146-12,32.98,36.5,VCK/KVC,,,VCK/KVC,,
U1146-12,36.5,37.73,"KVC,P,C",,,"KVC,P,C",,
U1146-12,37.73,43.5,VCK/KVC,,,VCK/KVC,,
U1146-12,43.5,45.0,Fz,,,Fz,,
U1147-12,0.0,3.44,VE,,,VE,,
U1147-12,3.44,9.4,"VC,Crs",,,"VC,Crs",,
U1147-12,9.4,11.35,KVC,,,KVC,,
U1147-12,11.35,11.6,"KVC,P",,,"KVC,P",,
U1147-12,11.6,17.16,VC/VCK,,,VC/VCK,,
U1147-12,17.16,17.57,PQ/Kbx42,,,PQ/Kbx42,,
U1147-12,17.57,18.92,VCK,,,VCK,,
U1147-12,18.92,19.35,"VCK,P",,,"VCK,P",,
U1147-12,19.35,25.96,"KVC/K,Crs",,,"KVC/K,Crs",,
U1147-12,25.96,29.6,VCK,,,VCK,,
U1147-12,29.6,37.7,"VCK/KVC,Cr",,,"VCK/KVC,Cr",,
U1147-12,37.7,40.5,"KVC,SQ",,,"KVC,SQ",,
U1147-12,40.5,43.36,SQ25,,,SQ25,,
U1147-12,43.36,43.76,"K,P",,,"K,P",,
U1147-12,43.76,45.1,QS12,,,QS12,,
U1147-12,45.1,48.83,"K,SQ",,,"K,SQ",,
U1147-12,48.83,49.54,QS/Kbx,,,QS/Kbx,,
U1147-12,49.54,51.32,"K,SQ",,,"K,SQ",,
U1147-12,51.32,51.93,QS45,,,QS45,,
U1147-12,51.93,53.5,K,,,K,,
U1148-12,0.0,4.76,VE,,,VE,,
U1148-12,4.76,13.5,VC/VCK,,,VC/VCK,,
U1148-12,13.5,19.4,"VCK/KVC,P",,,"VCK/KVC,P",,
U1148-12,19.4,33.18,"K,Crs",,,"K,Crs",,
U1148-12,33.18,35.44,"KVC,P",,,"KVC,P",,
U1148-12,35.44,43.27,VCK,,,VCK,,
U1148-12,43.27,44.08,"K,P",,,"K,P",,
U1148-12,44.08,44.45,"QP,K25",,,"QP,K25",,
U1148-12,44.45,45.5,QP/Kbx,,,QP/Kbx,,
U1148-12,45.5,46.68,SQ45,,,SQ45,,
U1148-12,46.68,46.85,PQ/Kbx,,,PQ/Kbx,,
U1148-12,46.85,47.0,QS24,,,QS24,,
U1148-12,47.0,47.32,"K,P",,,"K,P",,
U1148-12,47.32,54.64,QP/Kbx,,,QP/Kbx,,
U1148-12,54.64,56.05,SQ/Kbx,,,SQ/Kbx,,
U1148-12,56.05,60.5,"K,P",,,"K,P",,
U1149-12,0.0,17.04,"VC,Crs",,,"VC,Crs",,
U1149-12,17.04,18.0,"VCK,Crs",,,"VCK,Crs",,
U1149-12,18.0,18.52,"VCK,C,P",,,"VCK,C,P",,
U1149-12,18.52,24.22,"VCK/KVC,C",,,"VCK/KVC,C",,
U1149-12,24.22,33.64,KVC/K,,,KVC/K,,
U1149-12,33.64,41.2,"VCK/KVC,C",,,"VCK/KVC,C",,
U1149-12,41.2,48.62,KVC,,,KVC,,
U1149-12,48.62,53.0,QP/Kbx,,,QP/Kbx,,
U1149-12,53.0,54.83,PQ/Kbx,,,PQ/Kbx,,
U1149-12,54.83,58.21,"KVC,P",,,"KVC,P",,
U1149-12,58.21,58.72,SQ/Kbx,,,SQ/Kbx,,
U1149-12,58.72,59.3,"K,S",,,"K,S",,
U1149-12,59.3,60.03,"SQ,K43",,,"SQ,K43",,
U1149-12,60.03,61.05,"K,P",,,"K,P",,
U1149-12,61.05,65.2,PQ/Kbx,,,PQ/Kbx,,
U1149-12,65.2,65.62,"PQ,K25",,,"PQ,K25",,
U1149-12,65.62,65.82,"K,QP",,,"K,QP",,
U1149-12,65.82,66.58,"QP,K",,,"QP,K",,
U1149-12,66.58,67.45,"K,P",,,"K,P",,
U1149-12,67.45,67.9,PQ/Kbx,,,PQ/Kbx,,
U1149-12,67.9,69.5,K,,,K,,
U1150-11,0.0,1.67,K,,,K,,
U1150-11,1.67,1.95,PQ80,,,PQ80,,
U1150-11,1.95,3.7,K,,,K,,
U1150-11,3.7,3.98,QP/Kbx22,,,QP/Kbx22,,
U1150-11,3.98,11.57,K,,,K,,
U1150-11,11.57,13.07,"K,Qrs",,,"K,Qrs",,
U1150-11,13.07,24.83,K,,,K,,
U1150-11,24.83,25.94,PQ/Kbx18,,,PQ/Kbx18,,
U1150-11,25.94,36.27,K,,,K,,
U1151-11,0.0,4.6,KFP,,,KFP,,
U1151-11,4.6,4.8,"Q,S",,,"Q,S",,
U1151-11,4.8,6.3,K,,,K,,
U1151-11,6.3,7.0,"K,QPrs",,,"K,QPrs",,
U1151-11,7.0,14.5,K,,,K,,
U1151-11,14.5,17.0,KSi-QSrs,,,KSi-QSrs,,
U1151-11,17.0,18.9,"K,Qrs",,,"K,Qrs",,
U1151-11,18.9,19.0,"Q,S,Vg37",,,"Q,S,Vg37",,
U1151-11,19.0,20.2,K,,,K,,
U1151-11,20.2,20.3,q47,,,q47,,
U1151-11,20.3,40.2,K,,,K,,
U1151-11,40.2,40.9,"K,Qrs",,,"K,Qrs",,
U1151-11,40.9,41.9,"Q,Vg/Kbx",,,"Q,Vg/Kbx",,
U1151-11,41.9,43.4,"K,Qrs,Vg",,,"K,Qrs,Vg",,
U1151-11,43.4,43.6,q50,,,q50,,
U1151-11,43.6,44.6,"K,Qrs",,,"K,Qrs",,
U1151-11,44.6,45.3,"S,Q30",,,"S,Q30",,
U1151-11,45.3,46.33,KFP-Si,,,KFP-Si,,
U1152-11,0.0,7.0,K-Si,,,K-Si,,
U1152-11,7.0,8.0,Ch/Kbx,,,Ch/Kbx,,
U1152-11,8.0,10.8,K,,,K,,
U1152-11,10.8,11.0,"Q,S58",,,"Q,S58",,
U1152-11,11.0,13.4,K,,,K,,
U1152-11,13.4,13.6,Kbx,,,Kbx,,
U1152-11,13.6,16.1,K,,,K,,
U1152-11,16.1,16.8,qFz30,,,qFz30,,
U1152-11,16.8,20.3,K,,,K,,
U1152-11,20.3,21.0,"K,Qrs",,,"K,Qrs",,
U1152-11,21.0,22.0,K,,,K,,
U1152-11,22.0,24.99,KVC,,,KVC,,
U1153-11,0.0,0.2,K,,,K,,
U1153-11,0.2,0.3,Q.S,,,Q.S,,
U1153-11,0.3,6.8,"K,Qrs",,,"K,Qrs",,
U1153-11,6.8,6.9,F55,,,F55,,
U1153-11,6.9,10.2,K,,,K,,
U1153-11,10.2,17.1,"K-Q,Ch,Prs",,,"K-Q,Ch,Prs",,
U1153-11,17.1,19.7,KFP,,,KFP,,
U1153-11,19.7,19.8,q55,,,q55,,
U1153-11,19.8,20.5,K,,,K,,
U1153-11,20.5,23.6,"K-Si,P",,,"K-Si,P",,
U1153-11,23.6,32.2,"KFP,Si",,,"KFP,Si",,
U1153-11,32.2,32.8,Fz,,,Fz,,
U1153-11,32.8,34.9,KFP,,,KFP,,
U1153-11,34.9,36.8,"K-Si,Qrs",,,"K-Si,Qrs",,
U1153-11,36.8,37.5,KFP,,,KFP,,
U1154-12s,0.0,20.0,VC,,,VC,,
U1154-12s,20.0,20.8,VCK,,,VCK,,
U1154-12s,20.8,21.4,"S,Q70",,,"S,Q70",,
U1154-12s,21.4,26.7,VC,,,VC,,
U1154-12s,26.7,26.9,"S,Q45",,,"S,Q45",,
U1154-12s,26.9,32.7,"VC,Si",,,"VC,Si",,
U1154-12s,32.7,33.0,"S,Q75",,,"S,Q75",,
U1154-12s,33.0,37.6,VC,,,VC,,
U1154-12s,37.6,38.7,Fz38,,,Fz38,,
U1154-12s,38.7,47.7,VC,,,VC,,
U1154-12s,47.7,48.7,Fz30,,,Fz30,,
U1154-12s,48.7,50.2,SQ/KVCbx60,,,SQ/KVCbx60,,
U1154-12s,50.2,54.8,VC,,,VC,,
U1154-12s,54.8,56.1,"Fz,QPrs",,,"Fz,QPrs",,
U1154-12s,56.1,84.4,VC,,,VC,,
U1154-12s,84.4,85.7,"VC-Si,P",,,"VC-Si,P",,
U1154-12s,85.7,105.4,VC,,,VC,,
U1154-12s,105.4,105.6,q30,,,q30,,
